title,summary,slug,locale,body,published_on
У Токіо відбувся фестиваль «Українське Різдво»,"<p>21-го та 22-го грудня 2019 року відбувся фестиваль “Українське Різдво” в центрі гендерної рівності “Лібра” району Мінато-ку у м. Токіо, Японія. Фестиваль організований українською громадою Японії “Краяни”, українською школою “Джерельце”, Посольств...</p>",christmas-2019,uk,"<p>21-го та 22-го грудня 2019 року відбувся фестиваль “Українське Різдво” в центрі гендерної рівності “Лібра” району Мінато-ку у м. Токіо, Японія. Фестиваль організований українською громадою Японії “Краяни”, українською школою “Джерельце”, Посольством України в Японії у співпраці з адміністрацією району Мінато-ку та за сприяння Православної Церкви України в Японії.</p>

<p>Програма фестивалю включала різноманітні майстер класи українських ремесел,  приготування та куштування українських традиційних страв, різдвяний концерт.</p>

<p>В перший день фестивалю відвідувачі мали можливість навчитися робити українські ляльки-мотанки, різдвяні павуки з соломи, самостійно розмалювати ялинкові прикраси та власноруч створити сумки, фартухи чи хустинки, прикрашені візерунками української вибійки. Малеча — та і дорослі теж — розписали різнокольоровим шоколадом різдвяні пряники «миколайчики», та розфарбовували листівки з Різдвяної та новорічної тематики. Японські та українські діти зустрілися зі Святим Миколаєм, дізналися про відмінності у святкування Різдва в Україні, послухали українські казки та взяли участь у різноманітних конкурсах.</p>

<p>Паралельно з цим відбувся майстер клас з приготування українських страв. Понад тридцяти гостей з Японії та інших країн під керівництвом українських майстринь кулінарії навчилися варити справжній український борщ і вареники з картоплею.</p>

<p>Другий день був не менш насиченим за перший. Замість борщу та вареників натомість у цей день японці вчилися приготуванню Різдвяної куті, а на додаток змогли скуштувати кілька страв, приготованих для них українськими кулінарами: борщ, деруни, зрази,  салат-вінегрет. Голодними не залишили нікого. А після обіду розпочався Різдвяний концерт у концертному залі центру Лібра. Сцена холу на годину перетворилася на українську господу. В хаті пан Господар з Господинею приймали колядників, винагороджували їх смаколиками та водили козу. Учнями школи Джерельце, батьками та вчителями були представлені українські щедрівки і колядки, співи та танці.</p>

<p>Загалом у фестивалі брало участь понад 200 гостей з Японії та іноземців, проживаючих у Японії.</p>
",2019-12-22
Our beaties this week start for their duties,"<p><a href=""https://www.facebook.com/ukrainians.japan/posts/pfbid02bfwb74Lqfo6RJc8RqFxKqZn5MMFadRbqsJUB4m6Jz98SM9n5uUEbMRSunwbn3Aizl"">Facebook</a></p>

<p>Our beauties this week start for their duties: saving lifes of Ukrainians!</p>

<p></p>",ambulance,en,"<p><a href=""https://www.facebook.com/ukrainians.japan/posts/pfbid02bfwb74Lqfo6RJc8RqFxKqZn5MMFadRbqsJUB4m6Jz98SM9n5uUEbMRSunwbn3Aizl"">Facebook</a></p>

<p>Our beauties this week start for their duties: saving lifes of Ukrainians!</p>

<p></p>

<p>We sincerely thanks our partners – SanPanSa in Japan, All Ukrainian Association ""Patriot"" in Ukraine, volunteers Zeilen Van Vrijheid in Netherlands for the coordinated efforts!</p>

<p>We appreciate all our donors for unbelievable support, help, faith in Ukraine and trust in us!</p>

<p>Together towards the victory!</p>

<hr />

<h3 id=""from-embassy-of-japan-in-ukrainehttpswwwfacebookcomembassyofjapaninukrainepostspfbid02nehnvr9b39svb2chpk6ryhvcb3ygcdkywkw2i4qkulhrreurg1uxqi11zbnatwz8l"">From <a href=""https://www.facebook.com/embassyofjapaninukraine/posts/pfbid02nEHNVR9B39SvB2chpK6RyhVCB3yGcDKYWkw2i4QKULhrReurG1uxqi11ZBnATWZ8l"">Embassy of Japan in Ukraine</a></h3>

<p>On 5th of June Ambassador Matsuda was visited by representatives of Ukrainian Association ""Patriot"" who expressed sincere appreciation for the help of Japan to Ukraine, particularly for the two ambulances, which were provided by Fire Department of the city of Okuise and NPO ""Kraiany"".</p>

<p>Cars will be delivered to Mykolaiiv, where they will help saving lifes of Ukrainians.</p>

<p><img src=""/assets/images/news/2023-06-08-ambulance/photo1-227f46be.jpg"" alt="""" />
<img src=""/assets/images/news/2023-06-08-ambulance/photo2-a68cdb6f.jpg"" alt="""" />
<img src=""/assets/images/news/2023-06-08-ambulance/photo3-24ddeadb.jpg"" alt="""" />
<img src=""/assets/images/news/2023-06-08-ambulance/photo4-1e5853ac.jpg"" alt="""" /></p>
",2023-06-08
2022年、東京ウクライナ日曜学校Джерельцеの授業の初日です。今回は、通常のレッスンに加えてクリスマスの伝統行事が行われました。,"<p>ウクライナのクリスマスイブ(1月6日)やクリスマスの日には、近所の家々を訪ね
て、歌を歌って、1年間健やかで、安全で、豊かで過ごしますようと願います♪</p>

<p></p>",cooking-class,ja,"<p>ウクライナのクリスマスイブ(1月6日)やクリスマスの日には、近所の家々を訪ね
て、歌を歌って、1年間健やかで、安全で、豊かで過ごしますようと願います♪</p>

<p></p>

<p>今回はお祝い料理の教室もあって、たくさんの日本人の生徒さんに来ていただき
ました。その中、突然！ウクライナ学校の生徒たちがやって来て、「Колядка」
を歌って、ヤギを連れてきて、皆さんを驚かせました。</p>

<p>料理教室は一瞬にして文化交流教室になって、異文化の空間になりました。</p>

<p>NPO法人日本ウクライナ友好教会KRAIANYはこれからもウクライナ文化を紹介し、
楽しい交流を進めていと思っています。皆さんのご参加をお待ちしています。</p>
",2022-01-09
Краса України врятує світ,"<p>Кажуть, що краса врятує світ. Україна — неймовірно красива.</p>

<p>Ми запрошуємо вас зануритися у світ української краси за допомогою неймовірного мистецтва.</p>

<p></p>",beaty-ukraine,uk,"<p>Кажуть, що краса врятує світ. Україна — неймовірно красива.</p>

<p>Ми запрошуємо вас зануритися у світ української краси за допомогою неймовірного мистецтва.</p>

<p></p>
<img class=""main"" src=""/assets/images/news/2022-06-25-beaty_ukraine/poster.jpg"" /><h2 id=""section"">Організатори події</h2>

<ul>
  <li>SAF Synchro Art Foundation, F5 GINZA SIX</li>
  <li>Асоціація дружби Японія-Україна НПО Краяни</li>
  <li>UK for Ukraine</li>
</ul>

<p>За підтримки Посольства України в Японії.</p>

<p>Для участі у майстер-класі з писанкарства, заповніть, будь ласка, форму нижче.</p>

<ul>
  <li><a href=""https://www.facebook.com/events/1654725551573025"">Посилання</a> на подію у Facebook</li>
  <li><a href=""https://l.facebook.com/l.php?u=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSfmIZd9tDOxHRAgs5wL_7_GLYOfHcx9A7G8ZcPmkk0AqFe2sw%2Fviewform%3Fusp%3Dpp_url%26fbclid%3DIwAR3iN_uOrJENnpt0vWbmM4zDhU6bIdPJ-M3eAzRjU8magydr-zzS1O6k7Kc&amp;h=AT0irxIlFHUJ7ckyH5Kr-sR7hQ4Gsu2vPI-SsFisb7suJEHAcZSygbKgpPgLhqzvDuwFfnzHKtKqvNzEkvwqMDYDvZ4pfLecLlsqHmCqG79ARGNlL8YlSAGdy8aUZMscX51sFFw&amp;__tn__=-UK-R&amp;c[0]=AT2vLgESztAABP_tO0k4GQeyw_xlGhiYHakZprTtPBsKSG8-raDjoLC-ATJEAfWqpdLwbh3Ff3_M5bDx2hnA42ig35tA4I0WxC5lvNyqAsmDLEFdV1NFSjoTHG7I8KJQdtdzX1FgYUO9lhTJ8coYHUGbd8NOr4zFrwtzhtJrKm09XFu8cqFSPtM"">Форма</a> для реєстраії</li>
</ul>
",2022-06-25
2022年度活動報告会収録の公開,"<p>3月11日に行われたNPO法人KRAIANYの2022年度活動報告会のプレゼンテーションの収録が公開されました。</p>

<p><strong></strong></p>",houkokukai-2022,ja,"<p>3月11日に行われたNPO法人KRAIANYの2022年度活動報告会のプレゼンテーションの収録が公開されました。</p>

<p><strong></strong></p>

<p>報告会にはKRAIANYのパートナー様や寄付をされた方々など、２７名にご参加いただきました。</p>

<p>プレゼンテーションはこちらでご覧になることができます：<a href=""https://youtu.be/l8UnGL3_tz0"" target=""_blank"">https://youtu.be/l8UnGL3_tz0</a></p>

<iframe width=""100%"" height=""auto"" style=""min-height: 400px;"" src=""https://www.youtube.com/embed/l8UnGL3_tz0"" title=""2022年度活動報告会ビデオ"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen=""""></iframe>
",2023-03-14
Оголошено прийом в школу Джерельце,"<p>Оголошуємо прийом дітей в українську школу ""Джерельце"" на 2021-22 навчальний рік!</p>

<p></p>",school,uk,"<p>Оголошуємо прийом дітей в українську школу ""Джерельце"" на 2021-22 навчальний рік!</p>

<p></p>

<p>Канікули для дітей, але наші вчителі “Джерельця” продовжують працювати і готуватись до нового  навчального року: нові ідеї, нові програми, нові класи.</p>

<p>Все фантастично цікаво!</p>

<p>Тож, якщо ви проживаєте у Токіо чи його передмістях та у вас і у ваших дітей є бажання спілкуватись солов’їною, вивчати українську, опанувати навичками роботи з комп’ютером, навчитись театральному мистецтву, танцювати так, як це вміють наші старші джерельцята, якщо ви хочете бути частиною українського острівка в безмежному японському середовищі, якщо ваші японські друзі бажають ближче познайомитись з Україною та українцями — ласкаво просимо до нашого дружного колективу!</p>

<p>Діти, віком від 4 до 17 років, які володіють українською, можуть доєднатись до вже існуючих класів. Вони, в залежності від віку,  вивчатимуть такі предмети, як розвиток мовлення, української мови, народознавства, рукотворів та комп’ютерної грамоти.</p>

<p>Оголошуємо набір дітей віком від двох років у новий клас.  Для них вже розроблені уроки розвитку мовлення в ігровій формі та музичні уроки.  Цього року ми відкриваємо новий клас — <strong>УКРАЇНСЬКА ЯК ІНОЗЕМНА МОВА ДЛЯ ДІТЕЙ</strong> шкільного віку, з нульовим та початковим рівнем А1.</p>

<p>Також з вересня на постійній основі будуть працювати  факультативи  — Театральна студія та Студія українського народного і сучасного танцю.</p>

<p>Зареєструватись можна на <a href=""https://dzherelce.github.io/#register"">сторінці школи</a>. Якщо у вас виникли питання — <a href=""https://dzherelce.github.io/#contact"">зв’язуйтесь з нами!</a> Чекаємо на зустріч у вересні! Всім гарного літа!</p>

<p><a href=""https://dzherelce.github.io/"">https://dzherelce.github.io/</a></p>
",2021-06-25
起き上がりこぼしプロジェクト,"<p>今年は福島原発事故から１０年、そしてチェルノブイリ原発事故から35年経ちました。</p>

<p>それを記念して、東京にあるウクライナ日曜学校「Dzhereltse」の生徒や教師、保護者たちが「起き上がりこぼしプロジェクト」に参加しました。</p>

<p></p>",okiagari-koboshi,ja,"<p>今年は福島原発事故から１０年、そしてチェルノブイリ原発事故から35年経ちました。</p>

<p>それを記念して、東京にあるウクライナ日曜学校「Dzhereltse」の生徒や教師、保護者たちが「起き上がりこぼしプロジェクト」に参加しました。</p>

<p></p>

<p>「起き上がりこぼしプロジェクト」は有名ファッションデザイナー</p>

<p>高田賢三の呼びかけでヨーロッパで始まって、世界中に広がりました。</p>

<p>福島県会津地方に古くから伝わる郷土玩具「おきあがりこぼし」は、どんな困難に出会っても、何度倒れても、また必ず起き上がるという、東北人の七転び八起きの「不屈の精神」をその愛らしい姿で現しています。</p>

<p>プロジェクト責任者の渡邊実さん、そして漫画家の永野のりこさん、一本木蛮さんのおかげで、今回のイベントが開催できました。</p>

<p>出来上がった起き上がりこぼしは、展示後、福島の子供たちへ贈られる予定です。</p>

",2021-06-23
ウクライナの首都「キイフ（Kyiv)」という正しい表記が、なぜ重要なのか,"<p>ウクライナの首都「キイフ（Kyiv)」という正しい表記が、なぜ重要なのか</p>

<p>今国会でもウクライナの首都を「キイフ（Kyiv)」（または「キーウ」）にすべ
きという議論がされ、「そんなくだらないことよりもウクライナの支援を！」と
いう声も上がっています。</p>

<p></p>",spelling-kyiv,ja,"<p>ウクライナの首都「キイフ（Kyiv)」という正しい表記が、なぜ重要なのか</p>

<p>今国会でもウクライナの首都を「キイフ（Kyiv)」（または「キーウ」）にすべ
きという議論がされ、「そんなくだらないことよりもウクライナの支援を！」と
いう声も上がっています。</p>

<p></p>

<p>ウクライナにとって、この地名の変更は「くだらないこと」ではなく、とても大
事なことです。</p>

<p>「キエフ（Kiev)」という誤った表記は、長年のロシアによる侵略、ウクライナ
の文化・言語の破壊、失われた過去と自由を象徴するものです。独立してからウ
クライナはそれらを取り戻すために努力してきましたが、地名を正しい表記に変
えることもその1つです。特に2014年以降海外では、#KyivNotKiev　というハッ
シュタグを使うキャンペーンなど、様々なメディアで正しい表記を求める活動も
してきました。</p>

<p>多くのウクライナ人にとって、「キイフ」という表記は、ウクライナの文化と言
語、そしてアイデンティティに対する敬意の表れです。</p>

<p>ロシアはウクライナの首都をまともに発音できないにも関わらず、ウクライナと
の「歴史的一体性」を主張して、言語の同一性もそこに含めています。</p>

<p>ウクライナとロシア語は全く異なる言語です。</p>

<p>残念ながら、日本でもウクライナ語とロシア語は大阪弁と標準語と同じ位の違い
であると誤って認識されがちです。</p>

<p>実際に両言語を比較して、どれくらい似ているかの分析を見るとウクライナ語と
ロシア語の語彙は「約62％共有している」と言われていますが、これは、英語と
オランダ語を比較した時の結果と同じです。</p>

<p>そして、同じ言葉でも真逆の意味を持つことも多いことから、両言語を話せない
人からは「似ている」と誤って認識されてしまっています。（例えば「ウクライ
ナ」の意味。ウクライナ語では「土地」を意味しますが、ロシア語では「端っこ」
を意味します。そのため、ロシアによってウクライナという国名は「ロシアの辺
境・国境地方を意味する」というプロパガンダも広めています。）</p>

<p>そして、ソ連ではロシア語を話すことが必須とされていたため、ほとんどのウク
ライナ人がウクライナとロシア語のバイリンガルですが、ロシア語しか話せない
人にウクライナ語で話しかけてもほとんどのケースでは理解されません。</p>

<p>言語はその国のアイデンディディです。</p>

<p>その「アイデンティティを持つ権利」を国際社会に認められて、尊重してもらう
ことは、誰もが望むことではないでしょうか？</p>

<p>そして首都キイフだけでなく、多くの街の名前が未だにロシア語で表記されてい
るので、今後日本でも正しい表記が浸透してくれることを期待しています。</p>

<ul>
  <li>
    <p>（正）ハルキフ
（誤）ハリコフ　</p>
  </li>
  <li>
    <p>（正）リヴィウ
（誤）リボフ</p>
  </li>
  <li>
    <p>（正）チョルノーブィリ
（誤）チェルノブイリ</p>
  </li>
  <li>
    <p>（正）オデサ
（誤）オデッサ</p>
  </li>
  <li>
    <p>（正）ムィコラーイフ
（誤）ニコラエフ</p>
  </li>
</ul>

<p>Sofiya Kataoka @ <a href=""https://www.facebook.com/sofiya.kataoka/posts/10159564270710792"">Facebook</a></p>
",2022-03-29
Великодній пікнік у парку Йойоґі,"<h4 id=""section"">Христос Воскрес!</h4>

<p>24го квітня українці Японії зібралися на  пікнік щоб разом відсвяткувати
Великдень в парку Йойоґі, район Шібуя в Токіо. Захід був організований
організацією Stand With Ukraine Japan, Асоціацією дружби Японія-Україна
НПО Краяни та місією Православної Церкви України в Японії.</p>

<p></p>",easter,uk,"<h4 id=""section"">Христос Воскрес!</h4>

<p>24го квітня українці Японії зібралися на  пікнік щоб разом відсвяткувати
Великдень в парку Йойоґі, район Шібуя в Токіо. Захід був організований
організацією Stand With Ukraine Japan, Асоціацією дружби Японія-Україна
НПО Краяни та місією Православної Церкви України в Японії.</p>

<p></p>

<p><img src=""/assets/images/news/2022-04-24-easter/easter.jpg"" class=""main"" /></p>

<p>На пікнік зібралося близько ста українців, які проживають у Японії або
були евакуйовані до Японії з України після початку широкомасштабної
російської агресії 24 лютого 2022. Присутні були також і японці, що
співчувають Україні в цій війні. Цього року отець Павло просто на
гялявині у парку привітав всіх присутніх зі Святом та освятив великодні
кошики.</p>

<p>Напередодні, в суботу під час Вечірньої, в англіканській церкві Святого
Альбана на Каміячьо отець Павло з Місії Православної Церкви України в
Японії провів Великодню службу та освятив  паски.</p>

<p>Невеликий весняний дощик не завадив українцям познайомитися з новими
друзями, поспілкуватися, обмінятися новинами та побажаннями перемоги
Україні.</p>

<h3 id=""section-1"">Слава Україні! Героям Слава!</h3>

<p><a href=""https://www.facebook.com/hashtag/StandWithUkraineJapan"">#StandWithUkraineJapan</a>
  <a href=""https://www.facebook.com/hashtag/npokraiany"">#npokraiany</a></p>
",2022-04-24
Миколай крокує до нас! 2022,"<p>Друзі, а чи всі були чемними увесь цей рік? Чи гарно навчалися та були слухняними? Звичайно ж так! Крім того всі допомагали один одному в цей нелегкий для України час. І тому на нас всіх чекає пречудова нагода зустрітись зі справжнім українським Святим Миколаєм, який щороку вітає наших діток у Токіо.</p>

<p></p>",mykolay-2022,uk,"<p>Друзі, а чи всі були чемними увесь цей рік? Чи гарно навчалися та були слухняними? Звичайно ж так! Крім того всі допомагали один одному в цей нелегкий для України час. І тому на нас всіх чекає пречудова нагода зустрітись зі справжнім українським Святим Миколаєм, який щороку вітає наших діток у Токіо.</p>

<p></p>

<p>У програмі свята:</p>

<ul>
  <li>розпис “Миколайчиків” - медових пряників за старовинним українським рецептом;</li>
  <li>прем'єра музичної вистави за мотивами української народної казки "" Рукавичка"" у виконанні вихованців української школи “Джерельце” та хореографічної студії “ДуКаЧі” (спектакль японською та українською мовами)</li>
  <li>конкурси, веселощі, і, звичайно ж, подарунки, які вручатиме сам Святий Миколай.</li>
  <li>фото на пам’ять.</li>
</ul>

<p>Захід організований НПО Краяни, українською недільною школою "" Джерельце"" та студією ""Дукачі"" у співпраці з Lions club та за підтримки Амбасади України в Японії.</p>

<p>Чекаємо вас і ваших друзів 18 грудня за адресою:</p>

<ul>
  <li>поверх B2</li>
  <li>15 Rokubancho, Chiyoda City, Tokyo 102-0085</li>
</ul>

<p>Час проведення: з 11:00 до 14:00 (вхід з 10:30)</p>

<p>Вартість участі для дитини 3 000 ієн (для батьків безкоштовно).</p>

<p>Вартість для дітей членів НПО Краяни 2 500 єн</p>

<p>Придбання квитків:</p>

<p>До 9 грудня перерахуйте гроші на банківський рахунок, вказаний нижче, і надішліть листа електронною поштою з указанням імені та прізвища дитини (дітей) на на адресу contact@kraiany.org В темі листа (subject) вкажіть, будь ласка, “Mykolai 2022”.</p>

<p>Рахунок банку:</p>

<ul>
  <li>三菱UFJ 銀行 (Mitsubishi UFJ)</li>
  <li>Branch Shinagawa ekimae 588</li>
  <li>Account type 普通</li>
  <li>Account number 0516596</li>
  <li>Name くらやね</li>
</ul>

<p>З огляду на ситуацію з короновірусом прохання дотримуватись вимог соціального дистанціювання та заходів індивідуальної безпеки.</p>

<p>Маєте питання? Пишіть на адресу <a href=""&#109;&#097;&#105;&#108;&#116;&#111;:&#099;&#111;&#110;&#116;&#097;&#099;&#116;&#064;&#107;&#114;&#097;&#105;&#097;&#110;&#121;&#046;&#111;&#114;&#103;"">&#099;&#111;&#110;&#116;&#097;&#099;&#116;&#064;&#107;&#114;&#097;&#105;&#097;&#110;&#121;&#046;&#111;&#114;&#103;</a></p>
",2022-11-25
ウクライナ支援チャリティ・アート・オークション,"<ul>
  <li>6月16日（木）19:00 – 21:00</li>
  <li>東京都港区虎ノ門1-23-1 虎ノ門ヒルズ森タワー</li>
  <li>ハイブリッド開催：オンラインと会場でのオークション</li>
  <li>下記リンクより事前登録をお願いします:</li>
</ul>

<p><a href=""https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/"">https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/</a></p>

<p>都内の芸術コミュニティと世界的に有名なウクライナの芸術家らは、ウクライナの人々を支援するためのチャリティーオークションを開催します。収益の一...</p>",auction,ja,"<ul>
  <li>6月16日（木）19:00 – 21:00</li>
  <li>東京都港区虎ノ門1-23-1 虎ノ門ヒルズ森タワー</li>
  <li>ハイブリッド開催：オンラインと会場でのオークション</li>
  <li>下記リンクより事前登録をお願いします:</li>
</ul>

<p><a href=""https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/"">https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/</a></p>

<p>都内の芸術コミュニティと世界的に有名なウクライナの芸術家らは、ウクライナの人々を支援するためのチャリティーオークションを開催します。収益の一部はウクライナの人道支援に寄付されます。</p>
",2022-06-16
代々木公園でのイースターピクニック,"<h4 id=""section"">キリストは復活しました!</h4>

<p>4月24日に東京都渋谷区　代々木公園にてイースターを祝うピクニックが開催さ
れ、多くの在日ウクライナ人が集まりました。このイベントは、Stand With
Ukraine Japan 、NPO法人　日本ウクライナ友好協会KRAIANY、そして日本のウク
ライナ正教会によって企画・開催されました。</p>

<p></p>",easter,ja,"<h4 id=""section"">キリストは復活しました!</h4>

<p>4月24日に東京都渋谷区　代々木公園にてイースターを祝うピクニックが開催さ
れ、多くの在日ウクライナ人が集まりました。このイベントは、Stand With
Ukraine Japan 、NPO法人　日本ウクライナ友好協会KRAIANY、そして日本のウク
ライナ正教会によって企画・開催されました。</p>

<p></p>

<p><img src=""/assets/images/news/2022-04-24-easter/easter.jpg"" class=""main"" /></p>

<p>ピクニックには、以前から日本に住んでいるウクライナ人や2022年2月24日にロシアによる大規模な侵略が始まって以降日本に避難した人、そしてウクライナを支援する日本の方々など約100名が集まりました。そして、公園ではウクライナ正教会パブロ神父が皆を祝福し、イースターバスケットを奉献しました。</p>

<p>前日の土曜日の夜にも神谷町にある聖オルバン教会で、ウクライナ正教会パブロ神父がイースター礼拝を行い、イースターケーキを奉献しました。
多少の雨の中でも、このイベントは新しい友達を作る機会、そして交流の場となり、最新の情報について意見交換したり、ウクライナ勝利の願いを共有できる貴重な場となりました。</p>

<p>ウクライナに栄光あれ！英雄たちに栄光あれ！</p>

<p><a href=""https://www.facebook.com/hashtag/StandWithUkraineJapan"">#StandWithUkraineJapan</a>
  <a href=""https://www.facebook.com/hashtag/npokraiany"">#npokraiany</a></p>
",2022-04-24
Japanese-Ukrainian Charity Art Auction for Ukraine,"<ul>
  <li>June 16, 2022 (Thurs) 19:00 – 21:00</li>
  <li>Tokyo, Minatoku, Toranomon 1-23-1 Toranomon Hills Mori Tower</li>
  <li>Hybrid event: online and in-person auction</li>
  <li>Pre-register:</li>
</ul>

<p><a href=""https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/"">https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/</a></p>

<p>In support...</p>",auction,en,"<ul>
  <li>June 16, 2022 (Thurs) 19:00 – 21:00</li>
  <li>Tokyo, Minatoku, Toranomon 1-23-1 Toranomon Hills Mori Tower</li>
  <li>Hybrid event: online and in-person auction</li>
  <li>Pre-register:</li>
</ul>

<p><a href=""https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/"">https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/</a></p>

<p>In support of the people of Ukraine, the art community in Tokyo and world renowned Ukrainian artists have come together for a charity art auction. Join us to explore how art can unite people globally in resilience, defiance, and hope in the face of war. A portion of the proceeds will be donated to humanitarian relief in Ukraine.</p>
",2022-06-16
Японсько-український благодійний аукціон для України,"<ul>
  <li>16 червня, 2022 (четвер) 19:00 – 21:00</li>
  <li>Tokyo, Minatoku, Toranomon 1-23-1 Toranomon Hills Mori Tower</li>
  <li>Гібридна подія: аукціон online та за персональної участі</li>
  <li>Попередня реєстрація:</li>
</ul>

<p><a href=""https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/"">https://venturecafetokyo.org/sessions/charity-art-auction...</a></p>",auction,uk,"<ul>
  <li>16 червня, 2022 (четвер) 19:00 – 21:00</li>
  <li>Tokyo, Minatoku, Toranomon 1-23-1 Toranomon Hills Mori Tower</li>
  <li>Гібридна подія: аукціон online та за персональної участі</li>
  <li>Попередня реєстрація:</li>
</ul>

<p><a href=""https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/"">https://venturecafetokyo.org/sessions/charity-art-auction-for-ukraine/</a></p>

<p>Для підтримки людей України мистецька громада Токіо та всесвітньо відомі українські художники разом організовують благоднійний аукціон. Приєднуйтеси до нас щоб на власні очі побачити, як мистецтво може об'єднати людей в стійкості, непокорі і надії перед лицем війни. Частина прибутків від аукціону буде передана на гуманітарні цілі в Україні.</p>
",2022-06-16
акція до дня Святого Миколая «Подаруй дитині свято»,"<p>За організації НПО Краяни у співпраці з пекарнею <a href=""https://instagram.com/kulinichi.official"">«Кулиничі»</a>, Гуманітарного центру Черкаської міської влади, центрів допомоги та волонтерських організацій у різних містах України,  проходить акція до дня Святого Миколая «Подаруй дитині свято».</p>

<p></p>",kulynychi,uk,"<p>За організації НПО Краяни у співпраці з пекарнею <a href=""https://instagram.com/kulinichi.official"">«Кулиничі»</a>, Гуманітарного центру Черкаської міської влади, центрів допомоги та волонтерських організацій у різних містах України,  проходить акція до дня Святого Миколая «Подаруй дитині свято».</p>

<p></p>

<p>У Черкаському Драматичному Театрі ім.Тараса Шевченко закупили 800 квитків на інтермедії та вистави до Дня Св.Миколая. Для дітей-переселенців, у дитячі будинки, для наших захисників на передову <a href=""https://fb.watch/hiA5D5xT5L/"">відправлено більше 2200 смачних миколайчиків</a>, випечених  на замовлення пекарнею «Кулиничі»</p>

<p>Всі пряники вже отримані центрами допомоги та дитячими закладами м.Черкаси, м.Жмеринка Вінницької області, м.Чернігів, м.Запоріжжя, м.Кам’янець-Подільський Хмельницької області, м. Дніпро, м.Новомосковськ Дніпропетровської області, м.Васильків та ін.
Дякуємо <a href=""https://fb.watch/hnvm53D_vl/"">Телеканал ICTV за висвітлення акції у марафоні «Єдині новини»</a>.</p>

<p>Від громади українців в Японії НПО Краяни та всіх благодійників з теплотою у серці, думкою про кожного, вірою у Перемогу та майбутнє України!</p>

<p><img src=""/assets/images/news/2022-12-15-kulynychi/02-b54edd9f.jpg"" alt="""" />
<img src=""/assets/images/news/2022-12-15-kulynychi/03-24bd4df5.jpg"" alt="""" />
<img src=""/assets/images/news/2022-12-15-kulynychi/04-280a9166.jpg"" alt="""" />
<img src=""/assets/images/news/2022-12-15-kulynychi/05-ec83c9e4.jpg"" alt="""" />
<img src=""/assets/images/news/2022-12-15-kulynychi/06-efa3f028.jpg"" alt="""" />
<img src=""/assets/images/news/2022-12-15-kulynychi/07-4d017d3a.jpg"" alt="""" /></p>
",2022-12-15
Третій Мегамарш у вишиванках в Токіо (2015),"<p>24 травня спільнота українців у Японії “Краяни” та друзі зустрілись на третьому Мегамарші у вишиванках в Токіо, заспівавши українських пісень на вулицях Ґінзи, одного з центральних кварталів столиці країни, де сходить сонце.</p>

<p></p>",parade-2015,uk,"<p>24 травня спільнота українців у Японії “Краяни” та друзі зустрілись на третьому Мегамарші у вишиванках в Токіо, заспівавши українських пісень на вулицях Ґінзи, одного з центральних кварталів столиці країни, де сходить сонце.</p>

<p></p>

<p>Більше 150 українців, японців та представників інших країн світу вийшли у вишитих сорочках та з прапорами України, викликавши неабиякий інтерес у місцевого населення. Цьогорічний парад був присвячений співпраці між Україною та Японією. По всій Японії українці дружно одягнули вишиті сорочки ще у четвер, на День вишиванки, а на парад у вишиванках завітали і японці, які підтримують Україну сьогодні, або відвідали її в минулому.</p>

<p>Прапор України, що побував на Майдані у Києві, в Токіо привезла студентка з Калуша, об’єднавши українців Японії з Батьківщиною.</p>

<p>Захід підтримав дипломатичний сектор Посольства України в Японії і надзвичайний і повноважний Посол Ігор Харченко з сім’єю.</p>

<p>У вишиванках приєднались екс-посол Японії в Україні Саката Тоїчі з дружиною, а також відомий українознавець та генерал-полковник Українського реєстрового козацтва Йошіхіко Окабе.</p>

<p>Одна з учасниць з Японії поділилась враженнями: ”Тепер я б хотіла почати вивчати українську мову, щоб мати змогу спілкуватись з такою великою кількістю українців в Токіо!”</p>

<p>Вишиванкова хода в Токіо стала гарною традицією, а постійно зростаюча чисельність учасників та активний інтерес японців до заходу підтвердили необхідність гуртування та створення українського осередку в Японії.</p>

<ul>
  <li><a target=""_blank"" href=""https://www.youtube.com/playlist?list=PLcQuLA5Ps-q64SXYvXe143KOOdG0jJSyI"">Посилання на відео</a> (Роман Ширін)</li>
  <li><a target=""_blank"" href=""https://www.facebook.com/events/1611268485777631/"">Подія на Facebook</a> (українською, англійською та японською)</li>
</ul>
",2015-05-24
